,nationality,acommodation,stay,company,review_title,good_review,bad_review,url,hotel_id,date,complete_date
424,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1 noche,En pareja,Not what I lit used to be.,Location,Limited hours of the bar; no sit down dining faculty.,,12695.0,septiembre de 2023,Comentó en: 10 de septiembre de 2023
425,Malasia,Habitación Doble con 2 camas dobles y vistas a la bahía,6 noches,En grupo,Excepcional,All the staff are friendly and helpful.. We love the stay,Everything was good❤️,,12695.0,septiembre de 2023,Comentó en: 6 de septiembre de 2023
426,Israel,Habitación con ducha adaptada para personas con discapacidad - 2 camas grandes,1 noche,En familia,Excepcional,All was exellent,,,12695.0,septiembre de 2023,Comentó en: 2 de septiembre de 2023
427,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,2 noches,En pareja,Excellent hotel,"Beautiful hotel, great location. The lobby and elevators are very cool. Our room was comfortable and well-appointed, with a lovely view of the bay. And high marks for cleanliness!! The shower had awesome water pressure. All of the employees we spoke to (front desk, valet, bar) were very nice and helpful. Overall, this was a superb hotel. Highly recommend.","The parking charge was a bit high ($80/night, but you can take it in and out), but it wasn't out of line with other hotels in the area and the valet was speedy/easy to deal with.",,12695.0,agosto de 2023,Comentó en: 31 de agosto de 2023
428,Estados Unidos,Habitación con 2 camas grandes,2 noches,En grupo,Excepcional,"Customer service, location, cleanliness.",Price for parking is very high!,,12695.0,agosto de 2023,Comentó en: 29 de agosto de 2023
429,Kuwait,Habitación con bañera adaptada para personas con discapacidad - 2 camas grandes,2 noches,En familia,Wonderful stay and it was the second time book in it,Huge nice hotel and great location.,Nothing dislike,,12695.0,agosto de 2023,Comentó en: 28 de agosto de 2023
430,Nueva Zelanda,Habitación con bañera adaptada para personas con discapacidad - 2 camas grandes,3 noches,En familia,"Luxury hotel, cool 1970s building, renovated rooms, close to cable cars,Bart and ferry","Huge room, great view, clean, amazing building.",It was all pretty good.,,12695.0,agosto de 2023,Comentó en: 27 de agosto de 2023
431,Australia,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,4 noches,En pareja,So welcoming and easy.,"Everything.
All staff so friendly.
Great room.",Nothing,,12695.0,agosto de 2023,Comentó en: 26 de agosto de 2023
432,Reino Unido,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,3 noches,En pareja,great place to base your sightseeing of city,"location, room and bar",nothing,,12695.0,agosto de 2023,Comentó en: 23 de agosto de 2023
433,Kenia,Habitación con ducha adaptada para personas con discapacidad - 2 camas grandes,3 noches,En familia,Excepcional,The hotel itself was amazing. Tashi at reception had amazing customer service skills.,The restaurant did not have much choice for food especially vegetarian dishes,,12695.0,agosto de 2023,Comentó en: 21 de agosto de 2023
434,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1 noche,En familia,"Beautiful hotel with stunning views of SF bay, 900+ ft from the Embarcadero for dining, shopping.","Stunning view of the SF bay from our 11th floor balcony! Beautiful building & perfect location across from the Ferry building for dining, shopping & lovely to be able to walk along the Embarcadero. King size room was spacious, well appointed & super clean. Comfortable bed & bath & staff we encountered were friendly & helpful. Appreciated the checkout @ noon.",All was lovely.,,12695.0,agosto de 2023,Comentó en: 21 de agosto de 2023
435,Canadá,Habitación con 2 camas grandes,4 noches,Persona que viaja sola,Comfortable stay.,"Location was convenient to transit and all amenities and attractions. Clean, comfortable and spacious.",Resort fee provided minimal value.,,12695.0,agosto de 2023,Comentó en: 19 de agosto de 2023
436,Sudáfrica,Habitación con vistas a la bahía - 1 cama extragrande,3 noches,En familia,Comfortable and enjoyable.,"The property was modern, excellent location, cleanliness and professional staff. Excellent value for a four star hotel.",No breakfast.,,12695.0,agosto de 2023,Comentó en: 17 de agosto de 2023
437,Estados Unidos,Habitación con bañera adaptada para personas con discapacidad - 2 camas grandes,1 noche,En familia,Double check that breakfast is included,The location was excellent for what we wanted to do.,"Booking.com stated that breakfast was included, which was a factor in selecting the hotel. However, we were charged $30 per person. When I questioned the charges, I was told it was due to using Booking.com to reserve the room.",,12695.0,julio de 2023,Comentó en: 16 de agosto de 2023
438,México,Habitación con bañera adaptada para personas con discapacidad - 2 camas grandes,2 noches,En familia,"Great Hotel, location within touristic attractions,","location, cleanliness! big confy beds.","The Regency Club doesn't meet our expectations, we paid an additional surcharge which was expensive, for having pepsis, and water, the breakfast was not good.",,12695.0,agosto de 2023,Comentó en: 15 de agosto de 2023
439,Filipinas,Habitación con bañera adaptada para personas con discapacidad - 2 camas grandes,3 noches,En familia,Great location,Location,None,,12695.0,agosto de 2023,Comentó en: 15 de agosto de 2023
440,Canadá,Habitación Doble con 2 camas dobles y vistas a la bahía,3 noches,En familia,Fantástico,"Good value, nice clean modern rooms and the location was great being close to the streetcar. Very easy to get to tourist attractions.",,,12695.0,agosto de 2023,Comentó en: 15 de agosto de 2023
441,Estados Unidos,Habitación con vistas a la bahía - 1 cama extragrande,2 noches,Persona que viaja sola,I went for the outside lands festival. It was my best stay. Convenient and very delightful.,"It is very clean.
The location is great.
The room with the view are amazing. The service is excellent.",,,12695.0,agosto de 2023,Comentó en: 14 de agosto de 2023
442,Estados Unidos,Habitación con 2 camas grandes,1 noche,En familia,Always very clean and welcoming and comfortable,Buffet breakfast,,,12695.0,agosto de 2023,Comentó en: 13 de agosto de 2023
443,Estados Unidos,Habitación con 2 camas grandes,2 noches,En grupo,Would come nack,Great staff. Helpful,,,12695.0,julio de 2023,Comentó en: 12 de agosto de 2023
444,Arabia Saudí,Habitación Doble con 2 camas dobles y vistas a la bahía,3 noches,En familia,Excepcional,"The room is spacious with comfortable beds, the location is fantastic near to the sea and many attractions",Nothing,,12695.0,agosto de 2023,Comentó en: 11 de agosto de 2023
445,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,2 noches,En grupo,Muy bien,Balcony room higher level nice view,,,12695.0,agosto de 2023,Comentó en: 10 de agosto de 2023
446,Estados Unidos,Habitación con balcón y vistas a la bahía - 1 cama extragrande - Planta alta,5 noches,Persona que viaja sola,"I recovered, rested and recharged my tank to full!","Excellent room, view and location! I would stay here again and again!",,,12695.0,agosto de 2023,Comentó en: 10 de agosto de 2023
447,Canadá,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,3 noches,En pareja,Excepcional,"Great location, nice rooms",,,12695.0,agosto de 2023,Comentó en: 9 de agosto de 2023
448,Australia,Habitación con cama extragrande.,2 noches,Persona que viaja sola,Fantástico,"Great location, stunning lobby, room comfortable and well maintained",A little pricey,,12695.0,agosto de 2023,Comentó en: 8 de agosto de 2023
449,Estados Unidos,Habitación con balcón y vistas a la bahía - 1 cama extragrande - Planta alta,1 noche,En pareja,Excepcional,Very clean! Great location for walking around,Can’t complain about anything,,12695.0,agosto de 2023,Comentó en: 8 de agosto de 2023
450,Egipto,Habitación con cama extragrande.,4 noches,En pareja,"Very good location , nice staff",Very good location,Regency club service,,12695.0,julio de 2023,Comentó en: 8 de agosto de 2023
451,Estados Unidos,Habitación con cama extragrande.,1 noche,Persona que viaja sola,Excepcional,"The architectural design of the lobby is an engineering marvel.
Everything in the room I stayed was incredibly chic and contemporary. The bathroom was heavenly - great water pressure and excellent shower design. The bed was incredibly comfortable. And the lighting was wondrous - especially the motion sensor lights at the bottom of the bed that softly let you know how close to the bed you are.",,,12695.0,julio de 2023,Comentó en: 7 de agosto de 2023
452,Estados Unidos,Habitación con balcón y vistas a la ciudad - 2 camas grandes,2 noches,En grupo,Fantástico,beautiful. The location is amazing. Inside is very fancy. We loved staying next to the Embarcadero. The view was nice.,It could be perfect with a rooftop and a pool or a spa !,,12695.0,julio de 2023,Comentó en: 6 de agosto de 2023
453,Estados Unidos,Habitación con 2 camas grandes,1 noche,En familia,Excepcional,The view from our room.,N/A,,12695.0,junio de 2023,Comentó en: 3 de agosto de 2023
454,Estados Unidos,Habitación con cama extragrande.,1 noche,En familia,Excepcional,Everything,Was offered a least desirable room at first. Later on after asking for a room with a better view everything worked out ok.,,12695.0,julio de 2023,Comentó en: 3 de agosto de 2023
455,Taiwán,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,4 noches,En familia,Excepcional,clean room and great location,None,,12695.0,julio de 2023,Comentó en: 3 de agosto de 2023
456,Vietnam,Habitación con 2 camas grandes,2 noches,En familia,Fantástico,Modern hotel and comfort room,None,,12695.0,julio de 2023,Comentó en: 3 de agosto de 2023
457,Suiza,Habitación con bañera adaptada para personas con discapacidad - 2 camas grandes,5 noches,En familia,Perfect location to stay in San Francisco. Nice hotel. I’ll come back,Beds are so comfortable,,,12695.0,agosto de 2023,Comentó en: 3 de agosto de 2023
458,Canadá,Habitación con cama extragrande.,3 noches,En familia,Great place to stay and in an excellent location.,Very friendly staff. Hotel was very clean.,Noise from the street could be heard at times.,,12695.0,agosto de 2023,Comentó en: 2 de agosto de 2023
459,Estados Unidos,Habitación con 2 camas grandes,3 noches,En grupo,Excepcional,Everything was perfect,,,12695.0,julio de 2023,Comentó en: 2 de agosto de 2023
460,Estados Unidos,Habitación con 2 camas grandes,3 noches,En familia,Beautiful but pricey,"This was a beautiful hotel. The Lobby is stunning. It was right near the ferry and central to all transportation. The room was big, clean and there was daily service.",Breakfast is not included if you choose the Breakfast package. Instead it is $32/day/per person . This was one of my reasons for booking this hotel. The hotel market prices were crazy expensive. Valet was also $80 a day. It made this trip pretty expensive. Homeless problem in area but I am sure that's not to be avoided when being so centrally located.,,12695.0,julio de 2023,Comentó en: 29 de julio de 2023
461,Estados Unidos,Habitación con cama extragrande y bañera adaptada - Adaptada para personas de movilidad reducida,1 noche,En familia,Excepcional,Regency Club,,,12695.0,julio de 2023,Comentó en: 28 de julio de 2023
462,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,2 noches,En pareja,Perfect location. Beautiful hotel,It was clean and beautiful,Nothing,,12695.0,julio de 2023,Comentó en: 27 de julio de 2023
463,Estados Unidos,Habitación con balcón y vistas a la bahía - 1 cama extragrande - Planta alta,3 noches,En pareja,Really loved the hotel and the staff. Great location and a lovely place to land!,"Room was great, clean and roomy. The location of the hotel was so convenient for sightseeing, the train, cable cars, etc. Staff was great!","$80 per night for valet parking seems extreme. We pulled in on July 14th, stayed 3 nights and never used the car until it was time to leave on the 17th. But props to the valet guys, they were great!",,12695.0,julio de 2023,Comentó en: 27 de julio de 2023
464,Estados Unidos,Habitación con vistas a la bahía - 1 cama extragrande,2 noches,En pareja,Excepcional,Location,,,12695.0,julio de 2023,Comentó en: 26 de julio de 2023
465,Estados Unidos,Habitación con 2 camas grandes,2 noches,En familia,"Great location, will stay again on future visits to San Francisco.","Clean rooms. Very friendly staff. Great location. Walking distance to Alcatraz Ferry, Fisherman's Wharf, Chinatown.",Food prices were high.,,12695.0,julio de 2023,Comentó en: 26 de julio de 2023
466,Estados Unidos,Habitación con ducha adaptada para personas con discapacidad - 2 camas grandes,1 noche,En familia,It was a memorable stay that felt like a great treat for a weekend away!,Beautiful hotel and nicely updated bathroom. Spacious room. Liked the availability of the mini fridge.,"Price was higher than what we usually spend on a night stay. 
No electric charge option in parking.",,12695.0,julio de 2023,Comentó en: 26 de julio de 2023
467,Estados Unidos,Habitación con balcón y vistas a la ciudad - 2 camas grandes,4 noches,En familia,Excepcional,"Awesome hotel restaurant. We don't usually like the hotel restaurants, but this was exceptional.",,,12695.0,junio de 2023,Comentó en: 25 de julio de 2023
468,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1 noche,En pareja,Excepcional,"Super clean, GREAT location, and very beautiful",It was a tiny bit confusing to get to from maps to location but security staff in area was extremely helpful,,12695.0,julio de 2023,Comentó en: 23 de julio de 2023
469,Estados Unidos,Habitación con cama extragrande.,1 noche,En pareja,Muy bien,I loved everything about it !Very nice and upscale,It didn’t have a microwave in the room,,12695.0,julio de 2023,Comentó en: 23 de julio de 2023
470,Estados Unidos,Habitación con cama extragrande y bañera adaptada - Adaptada para personas de movilidad reducida,1 noche,Persona que viaja sola,"in and out, smooth as silk!","staff, from valet, to check-in, to desk personel, to lobby bar crew were all fantastic. Was in for the Dead & Co. show on a Sunday at Oracle Park. Bar staff kept the bar open, serving until 1AM, to accomadate the guests returning from the concert; thanks guys!!!!!!! late night desk guy set up my wake-up call, and talked me into setting it 1/2 hour earlier than I originally requested. He was right, wouldn't have got the car back in time to catch my flight with original wake-up time; thanks, man!
as to the room: spacious, sparking clean; perfect!",All GOOD!,,12695.0,julio de 2023,Comentó en: 22 de julio de 2023
