,nationality,acommodation,stay,company,review_title,good_review,bad_review,url,hotel_id,date
4,España,Habitación Doble - 2 camas dobles,4 noches,En familia,Fantástico,"Ubicación, Habitación",Precio del desayuno,,595.0,agosto de 2023
5,España,Habitación Doble con vistas a la ciudad - 2 camas dobles,3 noches,En familia,Todo a nivell de un Hyatt,"Situación, seguridad y servicio.",,,595.0,agosto de 2023
6,España,Habitación Doble - 2 camas dobles,1 noche,En familia,Muy correcto,"Localización 
Calidad Hyatt","Todo estuvo bien pero no tiene mini bar
La comida fuera de horas de funcionamiento muy limitada",,595.0,agosto de 2023
7,Colombia,Habitación Doble - 2 camas dobles,2 noches,En familia,Buena vista,Estaba bien ubicado y tenía muy buena vista la habitación,El valet parking muy costoso,,595.0,julio de 2023
8,México,Habitación con cama extragrande.,6 noches,En familia,Excelente lugar cerca de todo,Ubicación,,,595.0,mayo de 2023
9,España,Habitación Doble - 2 camas dobles,1 noche,En familia,hotel muy cómodo y bien ubicado para visitar la ciudad,"la ubicación, las vistas, la amplitud",nada,,595.0,abril de 2023
10,México,Habitación Doble - 2 camas dobles,1 noche,En pareja,Bien,No aplica,Que pagué una tarifa al reservar y al final me cobraron de más y eso me molestó,,595.0,marzo de 2023
11,México,Habitación con cama extragrande.,6 noches,En familia,"Hotel con buena ubicación, instalaciones y mobiliario ya un poco desgastado",La ubicación,"No hicieron el servicio de la habitación el 11 dic y dijeron en recepción que dejamos el letrero de no molestar y eso no fue cierto
Desde el 10 dic, la ventana de la habitación estaba abierta, no sabíamos e hizo mucho frío, la calefacción no funcionaba bien y eso lo arreglaron hasta el 12 dic, día en que notamos que la ventana había estado abierta",,595.0,diciembre de 2022
12,Costa Rica,Habitación Doble con vistas a la ciudad - 2 camas dobles,4 noches,En familia,muy buen,ubicación,pocos opciones de servicio de alimentación a la habitación,,595.0,septiembre de 2022
13,Ecuador,Habitación con cama extragrande y vistas a la plaza,9 noches,Persona que viaja sola,Chévere pasamos muy bien.,Ubicación,,,595.0,septiembre de 2022
14,México,Habitación con cama extragrande.,2 noches,En grupo,Muy bien,La ubicación y desayno,Qu no krespetaron el precio que Booking dio en el hotel me cobraron mas costo,,595.0,septiembre de 2022
15,España,Habitación con cama extragrande.,3 noches,En familia,Fantástico,"Por la mañana es complicado moverte ccon los ascensores, hay muy pocos y todo el mundo quiere usarlos a la misma hora",,,595.0,agosto de 2022
16,Venezuela,Habitación con cama extragrande.,2 noches,En familia,muy bueno,"muy limitado el espacio para el desayuno, pocas mesas para mucha gente",,,595.0,agosto de 2022
17,España,Habitación Doble - 2 camas dobles,7 noches,En familia,Bien,Ubicación,Claridad en el precio. Cobran algunas tasas y cargos que no están especificados claramente cuando reservas,,595.0,julio de 2022
18,El Salvador,Habitación Doble - 2 camas dobles,9 noches,En familia,"Excelente ubicación, habitaciones amplias.",la ubicación,la limpieza del baño,,595.0,julio de 2022
19,Argentina,Habitación con cama extragrande.,2 noches,En familia,Excelente hotel de categoría en una gran ciudad,"Excelente hotel con gran resolución de estadía para su gran tamaño, rápidos check in/out. Rápido valet parking. Excelente ubicación en la parte mas linda de la ciudad, muy cercano al waterfront",,,595.0,julio de 2022
20,España,Habitación Doble - 2 camas dobles,3 noches,En familia,Buena ubicación,"El hotel esta muy bien ubicado, muy cerca del cruce de Powell con Market, desde donde salen los streetcars, y otros medios de transporte.
La habitación es muy amplia para las 4 personas que la utilizamos.","Los ascensores son una pesadilla, para cogerlos en el lobby, teníamos que subir una planta, para evitar el caos que se forma siempre en recepción.",,595.0,junio de 2022
21,Costa Rica,Habitación Doble - 2 camas dobles,4 noches,En familia,adecuada,ubicación,No tiene restaurantes.,,595.0,mayo de 2022
22,México,Habitación con cama extragrande y vistas a la ciudad,5 noches,En pareja,Bien,la vista es pésima y los elevadores tratan mucho,,,595.0,junio de 2022
23,Argentina,Habitación Doble - 2 camas dobles,4 noches,En familia,Fantástico,Muy buenas las instalaciones el general,El servicio de self parking. Se cobra cada vez que sacas el auto.,,595.0,febrero de 2022
24,España,Habitación con cama extragrande y bañera adaptada - Adaptada para personas de movilidad reducida,3 noches,En pareja,Buena elección,"La ubicación del hotel es excelente, personal muy amable y hotel renovado hace poco",La bañera es muy pequeña,,595.0,febrero de 2022
25,Argentina,Habitación con cama extragrande.,3 noches,En pareja,Hermoso SF,La ubicación es excelente y la habitación es confortable,"La puerta corrediza del baño, la ducha es muy débil y nos pareció CARÍSIMO el parking (76 dólares por día más impuestos) más del doble que lo que se paga en general",,595.0,febrero de 2022
26,Estados Unidos,Habitación Doble - 2 camas dobles,1 noche,En familia,Muy bien,su ubicación,la atención de la recepcionista,,595.0,diciembre de 2021
27,Alemania,Habitación con cama extragrande.,4 noches,En familia,La ubicación y la habitación son excelentes,La ubicación es excelente,El gimnasio es pequeño,,595.0,diciembre de 2021
28,Argentina,Habitación con cama extragrande.,2 noches,En pareja,muy linda experiencia,la ubicación y la comodidad,no tener un lugar para el desayuno.Bastante simple y sin comedor,,595.0,noviembre de 2021
29,México,Habitación con cama extragrande.,1 noche,En pareja,Buena pero me salió debiendo,"No hay servicio de desayuno... solamente un ""coffee cart""... no hay servicio de restaurante y eso para mí es importante.","El que hubiese habido servicio de restaurante para desayunar, comer o cenar.",,595.0,noviembre de 2021
30,Argentina,Habitación con cama extragrande.,2 noches,En pareja,muy buena,la ubicación y lo amplia la habitación,no tenía desayuno,,595.0,noviembre de 2021
31,Argentina,Habitación Doble - 2 camas dobles,6 noches,En familia,Fantástico,excelente ubicación,,,595.0,noviembre de 2021
32,Estados Unidos,Habitación con cama extragrande.,1 noche,Persona que viaja sola,Muy bien,La ubicacion,Habitacion divina pero ruidosa,,595.0,octubre de 2021
33,República Dominicana,Habitación con cama extragrande y bañera adaptada - Adaptada para personas de movilidad reducida,2 noches,En pareja,Visita a San Francisco,"Muy buen ubicado, personal muy eficiente y amable, el hotel súper limpio e higiénico",Un poco antigua la decoración de la habitación.,,595.0,septiembre de 2021
34,Colombia,Habitación Doble - 2 camas dobles,3 noches,En familia,Muy bien,Ubicación,Difícil conseguir alimentación después de las 8:00pm,,595.0,agosto de 2021
35,México,Habitación Doble - 2 camas dobles,4 noches,En familia,Fantástico,La habitacion comoda y las camas confortables,"El personal al momento del check in de muy mal humor. Teniamos un categoria reservada por booking y queria que paguemos más para ir a un piso superior , solo eso, misma habitación pero piso mas alto porque lo que teníamos era hasta el piso 7, lo cual en la reservación no lo dicen. Me parece pésimo.",,595.0,agosto de 2021
36,Argentina,Habitación Doble - 2 camas dobles,3 noches,En pareja,Muy bueno,El hotel estaba super bien ubicado,,,595.0,agosto de 2021
37,Argentina,Habitación con cama extragrande.,3 noches,En grupo,Excelente hotel en Union Square,"Excelente hotel en Union Square. Habitaciones super amplias, excelente personal, muy buen gimnasio y ubicación perfecta si quieres estar por la zona de US.","Lo unico que tendrán que mejorar es el servicio de estacionamiento, es realmente MUY caro y sin sentido, te cobran cerca de USD80 x noche cuando hay estacionamientos en la calle cercanos por la mitad de precio. Si ofrecieran a un precio razonable ese servicio seria un 10! Tampoco incluye desayuno en la tarifa.",,595.0,julio de 2021
38,Estados Unidos,Habitación con cama extragrande y bañera adaptada - Adaptada para personas de movilidad reducida,1 noche,En pareja,esperaba mas,"la vista me parecio increíble, las camas fueron muy cómodas.",cuando hice mi reservación la habitación tenia una bañera linda lo cual me desepciono a la hora que llegue a mi habitación. el lugar.esta bien pero no tanto para el precio,,595.0,noviembre de 2020
39,España,Habitación Doble con 2 camas dobles y vistas a la bahía,4 noches,En pareja,Nada recomendable. Trato deleznable,Nada,"Llegamos al hotel, después de 13 horas de viaje y nos dijeron que tenían overbooking y que no nos podíamos alojar allí. Después de quejarnos, de recibir un desprecio brutal, de pedir responsabilidades, de que nos tratasen como si fuésemos nadie y de insistir en que nos dieran una habitación en el hotel, la cual teníamos confirmada por ellos mismos, nos llevaron a otro hotel en la calle de atrás y nos recolocaron sin ningún gasto allí. No era el hotel que llevábamos esperando 6 meses con la reserva hecha, ni el hotel que queríamos desde luego. Un trato deleznable, de verdad.",,595.0,septiembre de 2023
40,México,Habitación Doble con vistas a la ciudad - 2 camas dobles,2 noches,En familia,MUY BUENA. VOLVERÍA A QUEDARME AHÍ,"SEGUNDA OCASIÓN QUE ME QUEDO AHÍ. TODO ESTA PERFECTO 
PERSONAL INSTALACIONES. LOS DESAYUNOS
PERO LA UBICACIÓN ES LO QUE MAS NOS AGRADA
MUY CARO EL VALET",EL COSTO DEL VALET,,595.0,octubre de 2023
41,México,Habitación Doble - 2 camas dobles,5 noches,En familia,Excepcional,"Excelente ubicacion, area muy segura a 5 mins caminando ChinaTown, Mall, Excelentes Restaurantes y Terminal de Cable Car. Cuarto con vistas espectaculares, muy limpio y comodo, familiar. Personal muy amable y rica comida en Restaurant. Esta en nuestros planes regresar sin duda.",,,595.0,agosto de 2023
42,España,Habitación con cama extragrande.,3 noches,En familia,Agradable,"Hotel antiguo, baño pobre, la cama muy blanda y mucho ruido exterior",,,595.0,agosto de 2023
43,Argentina,Habitación Doble - 2 camas dobles,3 noches,En familia,Muy bueno todo !!!,"Todo impecable, muy recomendable!!!",,,595.0,julio de 2023
44,Colombia,Habitación Doble - 2 camas dobles,3 noches,En familia,Ubicación perfecta,Precioso hotel con todas las comodidades,Parqueadero muy costoso,,595.0,julio de 2023
45,Argentina,Habitación con cama extragrande y vistas a la ciudad,3 noches,En pareja,Aceptable,La ubicacion,La decoracion,,595.0,junio de 2023
46,España,Habitación con vistas a la bahía - 1 cama extragrande,4 noches,Persona que viaja sola,perfecto,"ubicación, habitación",todo Ok,,595.0,junio de 2023
47,México,Habitación con cama extragrande y bañera adaptada - Adaptada para personas de movilidad reducida,2 noches,En familia,"Excelente ubicación, limpieza y servicio",Tuve que pagar estacionamiento aparte,,,595.0,abril de 2023
48,Colombia,Habitación Doble con vistas a la ciudad - 2 camas dobles,2 noches,En familia,Excepcional,"EXCELENTE ATENCION Y AMABILIDAD DEL PERSONAL
UBICACION
INSTALACIONES EXCELENTES",,,595.0,abril de 2023
49,Costa Rica,Habitación con cama extragrande y bañera adaptada - Adaptada para personas de movilidad reducida,4 noches,En familia,Excelente,Excelente ubicación,Nada en particular,,595.0,septiembre de 2022
50,España,Habitación con cama extragrande.,4 noches,En pareja,un lugar. Espectacular,la verdad todo,nada,,595.0,septiembre de 2022
51,Argentina,Habitación con cama extragrande.,5 noches,En pareja,Excepcional,la ubicación!!,,,595.0,agosto de 2022
52,Colombia,Habitación Doble con vistas a la ciudad - 2 camas dobles,3 noches,En familia,"Un hotel muy lujoso, confortable y muy bien ubicado, cerca de tiendas de ropa muy lujosas.","Muy bonito hotel, las instalaciones son muy confortables y lujosas, esta muy bien ubicado, la vista desde la habitación era asombrosa.","El parqueadero recomendado es muy costoso, 40 usd. La tarifa de alojamiento entre semana se incrementan casí un 40%.",,595.0,julio de 2022
53,Estados Unidos,Habitación Doble - 2 camas dobles,2 noches,En grupo,monumental,la ubicación,nada,,595.0,julio de 2022
54,Argentina,Habitación con cama extragrande.,5 noches,En familia,Excepcional,Excelente,,,595.0,junio de 2022
55,Argentina,Habitación con cama extragrande.,4 noches,En pareja,Excepcional,La ubicación y la vista desde nuestra habitación a Alcatraz Island,,,595.0,julio de 2022
56,Chile,Habitación con cama extragrande y ducha adaptada - Adaptada para personas de movilidad reducida,4 noches,En familia,desagradable,nada muy malo el hotel y pedidos atención,"uf todo mal la verdad que no es recomendable atienden muy mal, nos cobraron de más, piezas con mucho ruido pésimo",,595.0,junio de 2022
57,España,Habitación con cama extragrande y vistas a la ciudad,2 noches,En pareja,Aceptable,Ubicación y tamaño de la habitación,"La habitación estaba mal insonorizada y oíamos unos ruidos de motores muy incomodos que descubrimos que venían del movimiento de los ascensores.
Curiosamente habían dejado tapones en la mesilla de noche lo que nos exttraño cuando llegamos.",,595.0,junio de 2022
58,Argentina,Habitación Doble - 2 camas dobles,3 noches,En familia,Positivo absolutamente.,"La ubicación, las habitaciones impecables, el pasional sobresaliente, tuvimos un problema en la habitación la primera noche, cuando lo mencionamos nos cambiaron de habitación inmediatamente.",Se escucha el ruido de los ascensores desde la habitación.,,595.0,mayo de 2022
59,Estados Unidos,Habitación con cama extragrande y vistas a la plaza,2 noches,En pareja,Excepcional,Excelente hubicacion y muy limpio,Todo estubo muy biem,,595.0,abril de 2022
60,Argentina,Habitación Doble con vistas a la ciudad - 2 camas dobles,1 noche,En familia,"Cómodo, bien ubicado pero podría ser mejor",Las habitaciones son pequeñas pero confortables,"El agua caliente de la ducha tenía poca presión y se cortaba el agua caliente. Cuando llegamos preguntamos si al ausentarnos por 4 días y retornar al hotel podían guardar el equipaje y la respuesta fue positiva pero cuando quisimos entregar el equipaje no lo aceptaron y tuvimos que ir a un depósito exterior. Luego de estar por 7 noches con 3 cuartos pedí el último día si nos autorizaban un late check out o pagar la mitad de la tarifa hasta las 19:00, y sólo nos permitieron haata las 14:00, cuando el hotel no estaba lleno.",,595.0,febrero de 2022
61,Estados Unidos,Habitación con cama extragrande y vistas a la plaza,1 noche,En pareja,excelente,todo,,,595.0,febrero de 2022
62,Estados Unidos,Habitación con cama extragrande.,3 noches,En pareja,reflejado,todo estaba bonito,todo nos gusto,,595.0,febrero de 2022
63,España,Habitación con cama extragrande.,3 noches,En pareja,"Decepcionado con el centro de la cuidad de San Francisco, Union Square insegura y sin restaurantes","El centro de la cuidad donde esta ubicado el hotel es muy peligrosa, muchos indigentes, lo que transmite una sensación de inseguridad, a pesar de que en cada esquina de unión Square hay un coche de Policía, muchas de las tiendas tienen tapiado su escaparate en la fecha que estuvimos.
No hay restaurantes por la zona para poder salir a cenar, salvo un Mc Donalds a la vuelta del Hotel.",,,595.0,diciembre de 2021
64,Argentina,Habitación Doble con 2 camas dobles y vistas a la bahía,3 noches,En familia,Agradable,Excelente ubicacion.,,,595.0,septiembre de 2021
65,México,Habitación con cama extragrande.,3 noches,En familia,No volveré aquí no les importan los huespedes,La vista,La pésima atención desde el gerente general hasta muchos de los empleados,,595.0,octubre de 2021
66,Estados Unidos,Habitación con cama extragrande y bañera adaptada - Adaptada para personas de movilidad reducida,1 noche,En familia,"Muy buen personal en vallet, frontdesk y housekeeping’s, cuartos limpios y toda la área del hotel 👌🏻 hotel súper recomen",Lugar limpio,No hay microondas 😔,,595.0,septiembre de 2021
67,Colombia,Habitación Doble - 2 camas dobles,4 noches,En familia,El hotel está muy bien ubicado a media cuadra de unión square. La habitación es amplia . Todos los días la arreglaban (,Todo en general,,,595.0,julio de 2021
68,República Dominicana,Habitación Doble con 2 camas dobles y vistas a la plaza,1 noche,En familia,Excepcional,Muy buena ubicación y muy limpio,,,595.0,mayo de 2021
